run_id,activity,start_idx,end_idx,m6_label,m6_score,m6_threshold
20240503_163963,Pick up and place,620,819,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,630,829,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,640,839,1,0.984994640943194,0.8999642729546267
20240503_163963,Pick up and place,650,849,1,0.9632011432654519,0.8999642729546267
20240503_163963,Pick up and place,660,859,1,0.953554841014648,0.8999642729546267
20240503_163963,Pick up and place,670,869,1,0.9556984637370489,0.8999642729546267
20240503_163963,Pick up and place,680,879,1,0.9667738478027867,0.8999642729546267
20240503_163963,Pick up and place,690,889,1,0.9796355841371919,0.8999642729546267
20240503_163963,Pick up and place,700,899,1,0.984994640943194,0.8999642729546267
20240503_163963,Pick up and place,710,909,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,720,919,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,730,929,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,740,939,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,750,949,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,760,959,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,770,969,1,0.9853519113969275,0.8999642729546267
20240503_163963,Pick up and place,780,979,1,0.9828510182207931,0.8999642729546267
20240503_163963,Pick up and place,790,989,1,0.9846373704894605,0.8999642729546267
20240503_163963,Pick up and place,800,999,1,0.9846373704894605,0.8999642729546267
20240503_163963,Pick up and place,810,1009,1,0.9603429796355841,0.8999642729546267
20240503_163963,Pick up and place,820,1019,1,0.9560557341907824,0.8999642729546267
20240503_163963,Pick up and place,830,1029,1,0.9185423365487674,0.8999642729546267
20240503_163963,Pick up and place,840,1039,1,0.9185423365487674,0.8999642729546267
20240503_163963,Pick up and place,850,1049,1,0.9135405501964987,0.8999642729546267
20240503_163963,Pick up and place,860,1059,1,0.8428010003572705,0.8999642729546267
20240503_163963,Pick up and place,870,1069,1,0.8385137549124687,0.8999642729546267
20240503_163963,Pick up and place,880,1079,1,0.7123972847445517,0.8999642729546267
20240503_163963,Pick up and place,890,1089,1,0.7095391211146839,0.8999642729546267
20240503_163963,Pick up and place,900,1099,1,0.7720614505180422,0.8999642729546267
20240503_163963,Pick up and place,910,1109,1,0.8052876027152555,0.8999642729546267
20240503_163963,Pick up and place,920,1119,1,0.8045730618077885,0.8999642729546267
20240503_163963,Pick up and place,930,1129,1,0.8520900321543409,0.8999642729546267
20240503_163963,Pick up and place,940,1139,1,0.8431582708110039,0.8999642729546267
